Name,Address,Rating,Types,Place ID,Latitude,Longitude,Search Grid
Refrateck Solutions,"1st Street, Wood Creek County, Tulasingapuram, Nandambakkam",5,point_of_interest; establishment,ChIJKc-ntspgUjoR_mqQ1cKmU64,13.0117585,80.1871582,Grid 153
Sita Center,"5, 12, Mount Poonamallee Road, Nandambakkam",4.8,point_of_interest; establishment,ChIJy_fEJzRnUjoRHJQfSav5HQE,13.0145414,80.1928955,Grid 153
Audex Solutions and Technology Private Limited,"A6, IInd Floor,P M Towers, Nandambakkam",4.9,point_of_interest; establishment,ChIJNaWEGDRnUjoRE_AnnoUjId8,13.0151539,80.1925508,Grid 153
Plaza Residency,"5, 66, Mount Poonamallee Road, Parangi Malai, St.Thomas Mount",4,lodging; point_of_interest; establishment,ChIJk_VDrUlnUjoR_VSoQFW_zF8,13.0088068,80.1958733,Grid 153
iBox Technologies,"258R+6QC, Mount Poonamallee Road, Nandambakkam",5,point_of_interest; establishment,ChIJgVWhEzRnUjoRzYImuzGMDj4,13.01556,80.1918872,Grid 153
Jessami Company,"254M+VPV, St.Thomas Mount",5,point_of_interest; establishment,ChIJj5ZEEJZhUjoRvyXuU88xF1c,13.0067269,80.1839764,Grid 153
OTA EB OFFICE,"253Q+6H5, Meenambakkam, Chennai",2.1,point_of_interest; establishment,ChIJL2pDm01nUjoRt92E0OEnfts,13.0030175,80.1889833,Grid 153
Omega Glass Private Limited,"Shop No.3/235, F4, 1st Floor, JBR Complex, Manapakkam Main Road, Manapakkam, Chennai",3.8,point_of_interest; establishment,ChIJJcDEb85gUjoRzhTOuqr_Wjg,13.0197859,80.1811804,Grid 153
Advanced Bolting Solutions Pvt. Ltd.,"Plot, 15-B, Ennayiram Street, Chamundeshwari Nagar, Chromepet, Chennai",4.3,point_of_interest; establishment,ChIJ-_b--LhfUjoR2c7sAHSQ-Sc,12.9608046,80.1287321,Grid 81
Vertical Progress - Corporate Soft Skills Academy,"Pearl Block, 2nd floor, Bashyam Navaratna Apartment, Tiruneermalai Main Road, Chromepet, Chennai",4.9,point_of_interest; school; establishment,ChIJQbZB8URmUjoRn5nl0rEsiVk,12.9579692,80.1266688,Grid 81
Magchin contracting company,"X47F+7JG, Pammal, Chennai",,general_contractor; point_of_interest; establishment,ChIJcT3Uc41fUjoRZ7sa262WTNg,12.9630866,80.1240544,Grid 81
KAAPVL Technology Solutions,"X47F+4P4, Chromepet, Chennai",,point_of_interest; establishment,ChIJZcEOewBfUjoR0vKwoSa6N-8,12.9627513,80.1243404,Grid 81
SREE MURUGA DIGITAL SERVICES,"Ranga Nagar, Chennai",,point_of_interest; food; store; establishment,ChIJK-Oxq01fUjoR3ygt1xQPZkM,12.9613398,80.1236315,Grid 81
Sri Trans Tech SupplyChain (P) Ltd,"303/ B block, RK Complex, Paravuthi Road, 600 073, Tiruneermalai Road, Nagalkeni, Chromepet, Chennai",5,point_of_interest; establishment,ChIJs7qqcblfUjoRt4nnL7yw6cg,12.9580554,80.1283489,Grid 81
ROOTVIS TECHNICAL SOLUTIONS LLP,"2nd Floor, A.S Complex, Plot No 4, Thiruneermalai Road, Subbaraya Nagar, Chromepet, Chennai",3.4,point_of_interest; establishment,ChIJublKfTT2UjoRhWQyHZFbxCI,12.9576437,80.1243088,Grid 81
Cognizant Technology Solutions,"2nd Cross Street, Madras Export Processing Zone, Tambaram, Chennai",4.5,point_of_interest; establishment,ChIJf8Bg9KFfUjoROTJzza3lxUQ,12.9451529,80.1216039,Grid 81
Manav Packaging Private Limited,"A-4, A- 5 & 6, Phase 1, MEPZ - Special Economic Zone, Tambaram 600045, Chennai",3.3,point_of_interest; establishment,ChIJAQAAQJ9fUjoRLmoEGV-DPXg,12.9477931,80.1252544,Grid 81
Attar Mohamed Dawood & Company,"MEPZ- Special Economic Zone, A-12, Tambaram, Chennai",4.5,point_of_interest; establishment,ChIJAQDAEQlfUjoRq_Son_x9nuM,12.9465227,80.1232568,Grid 81
Herbal Weight Loss Center,"W4XG+FHX, Pillaiyar Kovil Street, Durga Nagar, Tambaram, Chennai",2,health; point_of_interest; establishment,ChIJbeouh6RfUjoRuK0HGlkTrqo,12.9487367,80.1264865,Grid 81
Avtec Limited,"A25, A28,Phase, MEPZ-SEZ, 1, Kadaperi Village, Tambara, Chennai",2.9,point_of_interest; establishment,ChIJLeKX3aNfUjoR4X_bjX1B4l4,12.946208,80.1247461,Grid 81
Svarga Management Services Pvt Ltd,"No:10,Ground Floor, Vinoba Street, Extension, Durga Nagar, Tambaram Sanatorium",4.8,point_of_interest; establishment,ChIJaSVXHKNfUjoRlg5vRLs5-7A,12.9502308,80.1239471,Grid 81
Kamala system Services Center,"No2, Anna Street, Durga Nagar, Tambaram Sanatorium",,point_of_interest; establishment,ChIJpZK-NNhfUjoR9_B5Uo0yFPQ,12.9507003,80.1242093,Grid 81
Abhilash Chemicals Private Limited,"No-13 Sri Puram 3rd Street Thiruneermalai, Road, Chromepet, Chennai",,point_of_interest; establishment,ChIJT55JO2pmUjoRNAvhossqPtw,12.9592448,80.1303794,Grid 81
Karpagavalli Couture tailoring &Training centre,"near srimathi sundaravalli school, no-8, Muthumariamman Koil Street, Lakshmipuram, Chromepet, Chennai",4.7,clothing_store; store; point_of_interest; establishment,ChIJ-xPUPbpfUjoRKv5ONUx1ccc,12.9562425,80.1300826,Grid 81
JUARA IT SOLUTIONS (JITS),"3, Muthumariamman Koil Street, Lakshmipuram, Chromepet, Chennai",4.1,point_of_interest; establishment,ChIJ7xdiPbpfUjoR7YZpqSAx-Vc,12.9564384,80.1303994,Grid 81
Macromedia Digital Imaging Pvt Ltd,"No 10A, next to Bright mahal, Kumarasamy Street, Lakshmipuram, Chromepet, Chennai",3.9,point_of_interest; establishment,ChIJzSGWBFReUjoRI-RHjSDeNZ8,12.957907,80.130252,Grid 81
Witzenmann India Private Limited,"119, Tiruneermalai Main Road, Angalamman Nagar, Parvathipuram, Chromepet, Chennai",4.4,point_of_interest; establishment,ChIJT55JO2pmUjoRqTcNgcpMrCI,12.9602568,80.1313501,Grid 81
ZSIVIRA CHEMIE MERK PRIVATE LIMITED,"NO.9, ARKEESWARAR COLONY, MAIN ROAD, Lakshmipuram, Chromepet, Chennai",4.8,store; point_of_interest; establishment,ChIJC0EPX4ldUjoRJJwOljNbCaA,12.9592277,80.1323877,Grid 81
MAGNUM CLOTHING PRIVATE LIMITED,"119, Tiruneermalai Main Road, Angalamman Nagar, Parvathipuram, Chromepet, Chennai",3.7,point_of_interest; establishment,ChIJsxnaTy9mUjoROcgaR-GPnrE,12.9604645,80.1319683,Grid 81
srk infosystems,"Block 5, Manasvini Apartment, A3, Athiriyar Street, Umayalpuram, Chromepet, Chennai",4.3,point_of_interest; establishment,ChIJC66_abJfUjoR9hMh9tm8y-A,12.9507824,80.1328615,Grid 81
Perfect Tech Solutions,"X43J+4Q5, 1st Mettu Street, Umayalpuram, New Colony, Chromepet, Chennai",4.7,electronics_store; point_of_interest; store; establishment,ChIJGzvpC7BfUjoRbWWgywECuus,12.952765,80.1319737,Grid 81
ALLITES LIFE SCIENCES PVT LTD,"1st Floor, 67, 2nd Main Road, Chandran Nagar, Chromepet, Chennai",4.4,health; point_of_interest; establishment,ChIJ998HLa5fUjoRlOYFHLMhY6c,12.9539627,80.1338197,Grid 81
Third Eye Reiki Services™ - Reiki Therapist & Best Reiki Classes in Chennai,"Plot No. Door no 7 1st Floor, Chandran, 49, 2nd Cross Street, T nagar, Chromepet, Chennai",4.8,school; health; point_of_interest; establishment,ChIJbQ6v9Y9mUjoRlSBDEdGM40c,12.9539206,80.1342119,Grid 81
Chennai Reiki Center,"door no.7, first floor, plot no.49, 2nd Cross Street, Chandran Nagar, Nagappa Nagar, Chromepet, Chennai",,health; point_of_interest; establishment,ChIJy96YUbBfUjoRGG-OvnaLKjU,12.9540115,80.134033,Grid 81
AU-KBC Research Centre,"MADRAS INSTITUTE OF TECHNOLOGY ANNA UNIVERSITY, Chromepet, Chennai",4.6,point_of_interest; establishment,ChIJqVEO7KxfUjoRXYpg1uNpFrw,12.9479966,80.1409883,Grid 81
VSP Ceramic Centre,"near MIT Flyover, 231, Grand Southern Trunk Road, Chromepet, Chennai",4,store; point_of_interest; establishment,ChIJAw15ZK1fUjoRN0dgxYZiwrE,12.949055,80.1386111,Grid 81
PLACON FILTERS PVT LTD,"SANGEETHA MOBILE, New No.306 Old No.254, GST ROAD, UPSTAIR, Chromepet, Chennai",3.5,point_of_interest; establishment,ChIJT55JO2pmUjoRgrA4PERp6JI,12.9479602,80.1375816,Grid 81
SBA HAIR & SKIN CARE CENTRE,"314, Chennai - Theni Highway, Radha Nagar, Chromepet, Chennai",1,health; point_of_interest; establishment,ChIJW2e7w7JfUjoRhwjmHe_IKqA,12.9479324,80.137618,Grid 81
Chromepet Post Office,"290/2, Grand Southern Trunk Road, Shastri Colony, Chromepet, Chennai",2.4,post_office; point_of_interest; finance; establishment,ChIJxZbehLJfUjoROIfVUNdgVGA,12.9522693,80.1402149,Grid 81
Care Health Diagnostic Center,"18, 2nd Main Road, Pallavapuram, New Colony, Chromepet, Chennai",4.5,health; point_of_interest; establishment,ChIJ2cwD4q1fUjoRxO8HaAplUZk,12.9506878,80.137248,Grid 81
Radiant Technologies | Automation,"No.34, New colony 1st main road, Chromepet, Chennai",1.8,point_of_interest; establishment,ChIJ5-qiQTZeUjoRn2drE_P1FVU,12.950216,80.1373211,Grid 81
TAG Corporation Unit 1,"91, Tiruneermalai Main Road, Sripuram, Chromepet, Chennai",3.3,point_of_interest; establishment,ChIJT55JO2pmUjoRq5ZfYFfq3y8,12.9604394,80.1338053,Grid 81
Jsn Leather Company,"Apposite to Naseer leathers, 61, Pillaiyar Koil Street, Nagalkeni, Chromepet, Chennai",4.5,point_of_interest; establishment,ChIJicvul1hdUjoRzb3ILkwa93g,12.9601328,80.1349361,Grid 81
HF Power Technologies,"33, Tiruneermalai Main Road, Kamarajapuram, Pammal, Chennai",4.8,point_of_interest; establishment,ChIJ6xH-9khnUjoRfq7uAnSne8k,12.9610431,80.137728,Grid 81
The General & Industrial Leathers (P)Ltd,"2, Anna Salai Road, Nagalkeni, Chromepet, Chennai",4.5,point_of_interest; establishment,ChIJW-Pe-LVfUjoRSlskNIvMxI0,12.9623207,80.1365374,Grid 81
Proficient Technologies Pvt Ltd,"2, Anna Salai Road, Shiva Shankar Nagar, Nagalkeni, Chromepet, Chennai",3.8,point_of_interest; establishment,ChIJpb9A3rVfUjoR2Gq0iLZ4DUM,12.9630598,80.1376929,Grid 81
Post Office,"6WRV+RCX, Meyyur",5,post_office; finance; point_of_interest; establishment,ChIJMzpXRpiEUjoRYZVb6IRimNw,13.2421024,79.9435968,Grid 465
"Panjayat Office, Meyyur","6WRR+9XR, Meyyur",,point_of_interest; establishment,ChIJfW_SGpiEUjoRgM4Yxbwge3g,13.2409911,79.9424024,Grid 465
E-Seva Centre,"6WRV+94J, Meyyur",,local_government_office; point_of_interest; establishment,ChIJqfSdGZiEUjoRMLPs9YCcPU8,13.2409647,79.9427643,Grid 465
Gcare Health Center - Meyyur,"No.197, Main, Road, Meyyur",4.9,health; point_of_interest; establishment,ChIJhUP0fRKFUjoRbnQ34inNlW4,13.2420182,79.9448217,Grid 465
Ubitech Pvt. Ltd.,"# 1333, No 126, Mudugur Road, Mappedu Village, DT, Chennai",4.3,electrician; store; point_of_interest; establishment,ChIJ____D6BdUjoRQN30ZIWfMx0,13.0133393,79.8895541,Grid 137
Aequitas and celeraise company Road,"2V6Q+6MP, Perambakkam",,point_of_interest; establishment,ChIJiW_vAwCTUjoRFdjwUEw_IeE,13.0105819,79.8892146,Grid 137
Prosper Precision India Pvt Ltd,"2V6R+498, Sengadu",,point_of_interest; establishment,ChIJw29wCACTUjoRW_x2VvJatuw,13.0104023,79.8907585,Grid 137
Aequitas Engineering Pvt Ltd,"2V6R+498, Sengadu",4,point_of_interest; establishment,ChIJP68MJh-TUjoRuoTKxbxyhzw,13.0102909,79.8909631,Grid 137
CELERAISE ELECTRONICS INDIA PRIVATE LIMITED,"2V6R+7FP, Tiruvallur",,point_of_interest; establishment,ChIJy9xwCgCTUjoRXuX2Pyeukbs,13.0107243,79.8912019,Grid 137
Celeraise engineering India pvt ltd,"2V6R+7G7, Sriperumbudur",5,point_of_interest; establishment,ChIJIZAZRACTUjoRHzzNFsv9uS4,13.0106649,79.8913037,Grid 137
K S Terminals India Private Limited,"Aequitas Road, Ulundai",5,point_of_interest; establishment,ChIJp8L9P5fpmQUR8tlhxa_v_HY,13.010376,79.8918827,Grid 137
WEDO ventures International Pvt Ltd. & Tulips and Daffodils,"135, veterinary hospital street, Ulundai",5,point_of_interest; establishment,ChIJEXusMk-TUjoRIU-CIiUGUmw,13.0092829,79.8946459,Grid 137
MCP Industrial Complex,"Warehouse, Sengadu",,point_of_interest; establishment,ChIJAQAAAO2SUjoRYxxRIqKrTbc,13.0078931,79.8940806,Grid 137
Ajs Engineering Solutions,Mudhugur Road,5,point_of_interest; establishment,ChIJUahAVm-TUjoRKdU_Amg1CUk,13.0078714,79.8782936,Grid 137
ITC ltd ESPB section,"2V8W+76Q, Unnamed Road, Sriperumbudur",4.2,storage; point_of_interest; establishment,ChIJETyOF5STUjoRDmkeqSKl4eI,13.0157145,79.8956248,Grid 137
Hindustan Petroleum Corporation Limited,"Ground Floor, Kundrathur - Sriperumbudur Road, Sriperumbudur",3.9,gas_station; point_of_interest; establishment,ChIJP0dq1-fyUjoRhCQkLgku958,12.953988,79.952765,Grid 71
Voltas service center @ Sriperumbudur,"VGP SANTHOSH PURAM, near Old forest office, Sriperumbudur",4.3,point_of_interest; establishment,ChIJsYlznl7zUjoRRM8Oe_th9jE,12.9512218,79.9471896,Grid 71
Madhusree Engineering Pvt Limited,"XW2W+GQV, Sarala Nagar, Sriperumbudur",4.6,point_of_interest; establishment,ChIJHbweN83zUjoRcwYKT0NOuTA,12.9513601,79.9469207,Grid 71
Wheels India Limited,"SH 57, Singaperumal Koil Road, Sriperumbudur",3.9,point_of_interest; establishment,ChIJk_p4rJPyUjoRlaPpXTRP89o,12.947269,79.9384989,Grid 71
DHL Express (India) Pvt. Ltd,"XW3Q+VW9, Plot No 12, Survey No 15551.302 Chennai Bangalore, High Way, V.R.P. Chatram, Sriperumbudur",4.3,point_of_interest; establishment,ChIJr-ZcZ5XyUjoRSfDbflgHflk,12.9545077,79.9391546,Grid 71
Faurecia Emissions Control Technologies India Pvt. Ltd.,"449A-1, Sriperumbudur Singaperumal Koil Road, Pondhur Village, Sriperumbudur Taluk, Kancheepuram Dist, State Highway 57, Sriperumbudur",4.1,point_of_interest; establishment,ChIJNV5OQ5LyUjoRmSZMpTTFcA8,12.9459222,79.9394347,Grid 71
Cindrella Scans & Diagnostics Centre - Sriperumbudur,"1564, Singaperumal Koil - Sriperumbudur Road, 4D, Krishna Nagar, Chengalpattu",4.5,health; point_of_interest; establishment,ChIJn3wEAWjzUjoRHl6Cc0XD6wU,12.9512748,79.9389227,Grid 71
Panchayat Union Office,"Sarala Nagar, Kanchipuram, SH-110, Kodambakkam Sriperumbudur Road, Kanchipuram, Kanchipuram",3,local_government_office; point_of_interest; establishment,ChIJO2plfuryUjoRdoilAVHWURA,12.9555197,79.9446447,Grid 71
Regional Transport Office,"Katchipedu No.79 pattunool chatram Govt Hospital backside, State Highway 110, Katchipedu, Sriperumbudur",3.8,local_government_office; point_of_interest; establishment,ChIJBdSuKcDyUjoRCuZA2bsns2o,12.9559172,79.9439397,Grid 71
Oriental Structural Engineers Private Limited (OSE),"No.48, GWT Road, Sriperumbudur",5,general_contractor; point_of_interest; establishment,ChIJm7XDJQDzUjoRPaXrW7rKAtQ,12.9607049,79.9419049,Grid 71
Sub Health Centre,"XW5R+RRC, Nenmeli, Sriperumbudur",3,hospital; health; point_of_interest; establishment,ChIJp5GkovnzUjoRI45Xhfs36bI,12.959565,79.9420089,Grid 71
MAGIVIRA CONSULTANCY SERVICES,"No.17, Angalamman, Sivan Kovil Road, DK Naidu Nagar, Sriperumbudur",,point_of_interest; establishment,ChIJZZ8Dxg3xUjoRD3sFB6oDHfE,12.9659011,79.9428481,Grid 71
VAO OFFICE,"XW8V+G72, Ramanujar Nagar, Sriperumbudur",,point_of_interest; establishment,ChIJVf0A37rzUjoRONmMpEH4RwI,12.9662615,79.9431517,Grid 71
KSJ Chicken And Mutton Centre,"SH 120, Sriperumbudur",5,restaurant; point_of_interest; food; establishment,ChIJ4eLSFV7zUjoRN6VAJgHzvzI,12.9668834,79.9427259,Grid 71
TRR automotive (JCB) Service Centre,"Katchipedu, Sriperumbudur",4.7,point_of_interest; establishment,ChIJ7z9NQ8TyUjoRFo0F6x2r7Os,12.9634241,79.9493431,Grid 71
"108 GVK Emri Emergency care centre, Sriperumbudur","Arignar Anna Government Hospital, Sriperumbudur, Sriperumbudur",5,hospital; health; point_of_interest; establishment,ChIJ90FDctPzUjoRXytu37cHmek,12.9564042,79.9448795,Grid 71
GSR Spoken English Center,"No. 06, PATTUNOOL CHATRAM, near Govt higher sec school, 53/31, Velachery - Tambaram Main Road, Jemi Nagar, Sriperumbudur",,point_of_interest; establishment,ChIJX5dfDYPzUjoRHpqBICKHCQU,12.9559373,79.944937,Grid 71
Annai Velankanni pollution testing center,"XW4W+86F, near RTO office, No:65, 35 pattnool, Katchipedu, chathram",4,car_repair; point_of_interest; establishment,ChIJA2oBiW_zUjoRpuXfrXdy0Gc,12.9558053,79.9453769,Grid 71
Med and Med Occupational Health Services,"Oragadagam, Sriperumbudur",5,health; point_of_interest; establishment,ChIJu2JQa8rzUjoR7MDiBYHFcv0,12.9568358,79.9442618,Grid 71
Agile Robots SE - Staffelsee AR India Pvt. Ltd.,"Survey No 1570/1C, Old no. 105, New no. 42, NH4, Highways, Bengaluru - Chennai Highway, V.R.P. Chatram, Chennai",5,point_of_interest; establishment,ChIJXxpMLBjzUjoRB-Tn3RPCmfU,12.9551318,79.9403716,Grid 71
Kolam Technical Services Pvt Ltd,"XW3Q+VM2, V.R.P. Chatram, Sriperumbudur",,point_of_interest; establishment,ChIJf-uqbADzUjoR3XLRPZPNebo,12.954645,79.9391554,Grid 71
MCLANE LOGISTIS PVT LTD SRIPERUMBUDUR,"XW3Q+VW9, V.R.P. Chatram, Sriperumbudur",5,storage; point_of_interest; establishment,ChIJy05cwMrzUjoR7ECypFAzsSA,12.9545837,79.9398157,Grid 71
NRB Bearings LTD,"XW3Q+VW9, V.R.P. Chatram, Sriperumbudur",5,storage; point_of_interest; establishment,ChIJN9qA9CzzUjoRJ0iKanucUB0,12.9545806,79.9398114,Grid 71
Growell System & Solutions,"82, Anna Street, Red Hills, Chennai",4.8,point_of_interest; establishment,ChIJZUdpi2l9UjoRTxi33nuqAkg,13.188026,80.1835978,Grid 409
"Govt.Primary Health Centre, Naravarikuppam","Dr, Vaitheeswaran Street, Naravarikuppam",4.3,hospital; health; point_of_interest; establishment,ChIJlaZmVm99UjoRCf7VPOwMArE,13.1874946,80.1841103,Grid 409
Redhills Post Office,"Door No. 162, GNT Road, Red Hills, Chennai",2.2,post_office; finance; point_of_interest; establishment,ChIJ3UmYR6B8UjoRms1Joi9YuZA,13.1916716,80.1875181,Grid 409
"Bala Associates-Commercial Residential Plumbing Contractors Services Company Chennai, Fire Protection Systems in Chennai","IInd Floor, Plot No 8, Ramalinga Nagar, RTG Hospital, Bank, Red Hills, Naravarikuppam",4.8,plumber; point_of_interest; store; establishment,ChIJI9RxK5p8UjoR7-NL8te-vcA,13.1917566,80.1872924,Grid 409
HICare Laboratory Centre,"18 A,B Redhills Madhavaram Road, Opp to Lakshmi Amman Temple, Madavaram Red Hills Road, Red Hills, Chennai",5,health; point_of_interest; establishment,ChIJ2cp8Ll97UjoRidYIAMVft_Q,13.1886411,80.1884201,Grid 409
Keerthisha Legal Risk Solutions,"No 2/245 Second Main Street,, Pudhu Nagar, Redhills, Naravarikuppam,, Chennai",5,point_of_interest; establishment,ChIJXZdJQWB7UjoRUy_zPAA6TIE,13.19463,80.1891945,Grid 409
NGT Freight Carrier's Pvt Ltd,"#118, S S Complex, GNT Road, Puzhal Camp, Puzhal, Chennai",,point_of_interest; establishment,ChIJlYZaCll7UjoR1ay6CA2i9hM,13.184696,80.191483,Grid 409
"LIC of India, Satellite Office","No.1, 172A, GNT Road, Red Hills, Chennai",4,insurance_agency; point_of_interest; establishment,ChIJV_qMR6B8UjoRyVUbCF5eT-w,13.1913916,80.1855507,Grid 409
Naravarikuppam Town Panchayat Office,"31, GNT Road, Red Hills, Chennai",3.7,local_government_office; point_of_interest; establishment,ChIJxW8ZSKB8UjoRHS2Hn-nyRDY,13.1915307,80.1853966,Grid 409
Ultimate Abacus Education & Training Center,"panayathamman koil street, redhills, chennai-52",,point_of_interest; establishment,ChIJP6Gm_6B8UjoRRmeNrNAhwgM,13.1896711,80.1837618,Grid 409
Sai Browsing Center,"5 tvs main st, kamarj Nagar, Redhills, Chennai",4.3,point_of_interest; establishment,ChIJ_wFinZ98UjoR-7pgurL3hrM,13.1935581,80.1844151,Grid 409
SITS Express pvt ltd,"New no.127, old no .142-A, G.N.T Road, Puzhal camp, Chennai",,point_of_interest; establishment,ChIJlYZaCll7UjoRq_VmiOvCdb8,13.184696,80.191483,Grid 409
Kiranti Road Transport P Ltd,"No: 645, g.n.t. road, mrf compound, kavankarai, puzhal, red hills, Chennai",,point_of_interest; establishment,ChIJlYZaCll7UjoR8wITci59SaY,13.184696,80.191483,Grid 409
Cji Porcelain Pvt Ltd,"Cji Porcelain, Plot-58-116, GNT Road, Red Hills, Chennai",5,point_of_interest; store; establishment,ChIJf9VVMaB8UjoRrnZp6yy7b-8,13.1918229,80.1850757,Grid 409
NoBroker Legal Services in OMR,"40, Subramanibarathiyar Street, Red Hills, Theerthagiriyampattu",5,point_of_interest; establishment,ChIJJQPakVh9UjoRQ0qKsmLbUGs,13.191222,80.181,Grid 409
Delhi Rajasthan Transport Co. Ltd.,"No. 1/236, Pulli Line, Madhavaram High School, Vadagari, Redhills, Chennai",3.3,point_of_interest; establishment,ChIJlViw2WV7UjoRwg_p3UcALvA,13.1987973,80.1967413,Grid 409
Day Spring Center,"652W+4FP, Palavoyal, Red Hills, Chennai",4.8,point_of_interest; establishment,ChIJc0X4yWV7UjoR7Tv3jBooBI4,13.2003277,80.196206,Grid 409
Standard Building Industries,"360, 32nd Street, 6th Sector, K. K. Nagar, Chennai",5,general_contractor; point_of_interest; establishment,ChIJfxeqtDFkUjoRPRgRJsuaG1Q,13.038675,80.1995734,Grid 204
Blue Cross Laboratories Ltd.,"54, 9th Avenue, 47th Street, Chennai",2.8,health; point_of_interest; establishment,ChIJT55JO2pmUjoRnhHycjXQJyc,13.0419929,80.1974754,Grid 204
The Indian Center for Evidence based Neurorehabilitation,"9-1323, 33rd Street, Ponnambalam Colony, Sector 7, K. K. Nagar, Chennai",,physiotherapist; health; point_of_interest; establishment,ChIJW_oGb9dmUjoRr2e-rCyNvVE,13.0374546,80.1982835,Grid 204
K.K.Nagar Post Office.,"274A/81A, Lakshmanaswamy Salai, K. K. Nagar, Chennai",3.1,post_office; finance; point_of_interest; establishment,ChIJF9KiNNdmUjoRrM7kTd6TITU,13.0394334,80.197005,Grid 204
SRICHAKRA BUILDERS AND DEVELOPERS PVT LTD,"Old No:65C, New No: 38C, RK Shanmugam Salai, K. K. Nagar, Chennai",4.6,general_contractor; point_of_interest; establishment,ChIJVVVVVdBmUjoRt-kaUGwvPw8,13.0404237,80.2020795,Grid 204
Morrisons Lifecare P Ltd,"201, 7, 202, Tiny Sector, Ambtr Industrial Estate, Tiny Sector, Chennai",,hospital; health; point_of_interest; establishment,ChIJzbI_4NhmUjoRjjkbXALqIX8,13.0367275,80.20277,Grid 204
Proserve Business Solutions,"Ashirwad Flats, 6B, PT Rajan Road, K. K. Nagar, Chennai",4.6,point_of_interest; establishment,ChIJ1ZO7xudmUjoRc-vtujW3_Qs,13.0371611,80.2044019,Grid 204
"IVF, IUI & ICSI Centre","26R4+RRC, Jeevanandam Salai, Ashok Nagar, Chennai",4,health; point_of_interest; establishment,ChIJHatSTdxmUjoRZjFe4m4eRQo,13.0420678,80.207011,Grid 204
Flagship The Prince Park Near Pvr Spi Palazzo Chennai,"AVM Studios Complex, Ponni Amman Koil Street, Saligramam, Chennai",3,lodging; point_of_interest; establishment,ChIJdULaisRmUjoRjwejqUNwMnY,13.0477123,80.2022153,Grid 204
Fourth Dimension Media Solutions Pvt. Ltd.,"3rd Floor, West Block, Shyamala Towers, 136, Arcot Road, Saligramam, Chennai",4.8,point_of_interest; establishment,ChIJl-gpQ0VmUjoRkmQFsbJoPws,13.0482048,80.1986927,Grid 204
Durable Shoe Company,"New No 84, Old No 345, Arcot Road, Chennai",2,shoe_store; point_of_interest; store; establishment,ChIJJzkW1e1mUjoRTvXJNFekDWo,13.0473129,80.2006944,Grid 204
Codify Info Solutions Pvt. Ltd,"FLAT A3,Gangai Apartments, NO.110, 80 Feet Road, Saligramam, Chennai",5,point_of_interest; establishment,ChIJgRzfXsVmUjoRJYX8huOe18c,13.0464059,80.1988092,Grid 204
Indus Instruments Impex Private Limited,"11, 80 Feet Road, Sathya Garden, Saligramam, Chennai",,point_of_interest; establishment,ChIJfWB7mhdkUjoRDugBeBEou_I,13.0470051,80.1990999,Grid 204
KONE Elevator India Private Limited,"5th Floor East, Shyamala Towers, Wing, 136, Arcot Road, Saligramam, Chennai",4,point_of_interest; establishment,ChIJ0RU4fcVmUjoREfrF6k0w60E,13.047889,80.1985669,Grid 204
Expeditors International (India) Pvt. Ltd.,"7th Floor, Shyamala Towers, 136, Arcot Road, Saligramam, Chennai",4.3,point_of_interest; establishment,ChIJDw3Kf89mUjoRBYZhOluKDw0,13.0478822,80.1986551,Grid 204
Atlas Copco (India) Private Limited [formerly known as Atlas Copco (India) Limited],"8th Floor, West Wing, Shyamala Towers, 136, Arcot Road, Saligramam, Chennai",4.5,point_of_interest; establishment,ChIJV2O-gM9mUjoR2wsum2DguVA,13.0481618,80.198452,Grid 204
"Shri Meera Labs Private Limited,Chennai, Chemical Manufacturer","181, Bharatidasan Street, Bhaskar Colony, Saligramam, Chennai",4.9,supermarket; grocery_or_supermarket; food; store; point_of_interest; establishment,ChIJc9VDc9RgUjoRZ5m5biOOits,13.0520019,80.1983933,Grid 204
Chennai Corporation Marriage Hall,"170, Kamarajar Salai, Baskar Colony, AVM Colony, Annamalai Colony, Chennai",3.9,point_of_interest; establishment,ChIJz-TL6MhmUjoRAeTFAvy4do0,13.0526311,80.1968974,Grid 204
Chennai Corporation Offices,"352W+VPQ, Kamarajar Salai, Bhaskar Colony, Saligramam, Chennai",3,point_of_interest; establishment,ChIJB-yXwshmUjoRaep20tFEJMM,13.0522146,80.1968452,Grid 204
Abana Homes Pvt Ltd,"353V+CXP, Venkatesh Nagar Main Road, Virugambakkam, Chennai",5,point_of_interest; establishment,ChIJ-S3ECclmUjoRPpaXAtkYpVg,13.05358,80.194948,Grid 204
India Technopark Global Services Limited,"Offshore Development Centre,, Block No.04, First Floor, First Cross Lane, 5th Cross Road,, Vijayaraghavapuram, Saligramam, Chennai",3,point_of_interest; establishment,ChIJRVtbZcZmUjoR0x_9PSJXkh4,13.0517416,80.2007896,Grid 204
Learn Bench India- Best project Center in chennai,"opp. to ambiga driving school, Learn Bench No:73, 1st floor, opp. to ambiga driving school, South Sivan Kovil Street, Vadapalani, Chennai",4.9,point_of_interest; establishment,ChIJQY4oFOhmUjoRcEjnkr6GiTc,13.04697,80.2108548,Grid 204
